,loss,accuracy,val_loss,val_accuracy,lr
0,2.8328542709350586,0.8993257284164429,0.5766717195510864,0.8955380320549011,0.001
1,0.3647264838218689,0.9517554044723511,0.9185912013053894,0.6892388463020325,0.001
2,0.2908104658126831,0.9644849896430969,0.3369668424129486,0.9627296328544617,0.001
3,0.25066444277763367,0.9701232314109802,0.30472803115844727,0.9627296328544617,0.001
4,0.2203233689069748,0.9769821166992188,0.21942110359668732,0.9700787663459778,0.001
5,0.1994648426771164,0.97977215051651,0.5881281495094299,0.7548556327819824,0.001
6,0.18851794302463531,0.98128342628479,0.988867461681366,0.6771653294563293,0.001
7,0.17567169666290283,0.9842478632926941,1.3650394678115845,0.7291338443756104,0.001
8,0.1603247970342636,0.9868634939193726,3.535914182662964,0.3826771676540375,0.001
9,0.1524301916360855,0.9862822890281677,1.4239104986190796,0.7139107584953308,0.001
10,0.1326153725385666,0.9911648631095886,0.2561422884464264,0.9721784591674805,0.0005
11,0.1220540925860405,0.9934317469596863,0.19691434502601624,0.9700787663459778,0.0005
12,0.11731794476509094,0.9945361614227295,0.1567060351371765,0.982677161693573,0.0005
13,0.11737234145402908,0.9941293001174927,0.30997300148010254,0.9538057446479797,0.0005
14,0.10886534303426743,0.9957568049430847,0.16341190040111542,0.9837270379066467,0.0005
15,0.10698875039815903,0.9959893226623535,0.1881798952817917,0.9732283353805542,0.0005
16,0.10554999858140945,0.9950011372566223,0.1408294290304184,0.982677161693573,0.0005
17,0.10150985419750214,0.9960474371910095,0.17399433255195618,0.9816272854804993,0.0005
18,0.09767009317874908,0.9964542984962463,0.19454528391361237,0.9753280878067017,0.0005
19,0.09745197743177414,0.9959893226623535,0.13764642179012299,0.9847769141197205,0.0005
20,0.09631069749593735,0.9959893226623535,0.14425067603588104,0.9832020998001099,0.0005
21,0.09301501512527466,0.9961055517196655,0.14966872334480286,0.9842519760131836,0.0005
22,0.08895719051361084,0.997093677520752,0.144480898976326,0.9847769141197205,0.0005
23,0.08611205965280533,0.9979655742645264,0.17106181383132935,0.9795275330543518,0.0005
24,0.08585304021835327,0.9972680807113647,0.11330249160528183,0.9900262355804443,0.0005
25,0.08593454211950302,0.9968612194061279,0.5737070441246033,0.7763779759407043,0.0005
26,0.08228756487369537,0.9976749420166016,0.12428797036409378,0.9884514212608337,0.0005
27,0.08026007562875748,0.9977330565452576,0.12002695351839066,0.9868766665458679,0.0005
28,0.08081230521202087,0.997093677520752,0.15986479818820953,0.9853018522262573,0.0005
29,0.07771316915750504,0.9975005984306335,0.15299426019191742,0.9774278402328491,0.0005
30,0.0725649818778038,0.9986631274223328,0.1587618589401245,0.9816272854804993,0.00025
31,0.0726979672908783,0.998372495174408,0.1425093114376068,0.9832020998001099,0.00025
32,0.07061885297298431,0.9987793564796448,0.1727568507194519,0.9795275330543518,0.00025
33,0.06963114440441132,0.9990118741989136,0.1498546600341797,0.9832020998001099,0.00025
34,0.06956146657466888,0.9986631274223328,0.1781066209077835,0.9769029021263123,0.00025
35,0.06682874262332916,0.9995349645614624,0.12915204465389252,0.9858267903327942,0.000125
36,0.067071333527565,0.9991862177848816,0.1259922832250595,0.9858267903327942,0.000125
37,0.06604702770709991,0.9994187355041504,0.1613415777683258,0.9805774092674255,0.000125
38,0.06604547798633575,0.9991862177848816,0.1259901225566864,0.9847769141197205,0.000125
39,0.06487259268760681,0.9995931386947632,0.14107312262058258,0.9821522235870361,0.000125
40,0.06434285640716553,0.9994187355041504,0.13191285729408264,0.9837270379066467,6.25e-05
41,0.06361474841833115,0.9994187355041504,0.13427789509296417,0.9842519760131836,6.25e-05
42,0.0641661137342453,0.9997093677520752,0.13222059607505798,0.9853018522262573,6.25e-05
43,0.06366752088069916,0.9995349645614624,0.11885598301887512,0.9868766665458679,6.25e-05
44,0.06559895724058151,0.9991862177848816,0.12671440839767456,0.986351728439331,6.25e-05
45,0.0633886530995369,0.9994768500328064,0.12722326815128326,0.986351728439331,3.125e-05
46,0.06323236227035522,0.9995931386947632,0.12667419016361237,0.9858267903327942,3.125e-05
47,0.06409229338169098,0.9991281032562256,0.13361376523971558,0.9847769141197205,3.125e-05
48,0.06473914533853531,0.9991281032562256,0.1215282753109932,0.986351728439331,3.125e-05
49,0.062163449823856354,0.9997093677520752,0.12938657402992249,0.9858267903327942,3.125e-05
